test_weeks,Naive,SMA,SES,Croston,SBA,TSB,MAPA,LightGBM,LightGBM_median
8,0.9428951078086638,0.8571083242317882,0.8135413091062718,1.0788980238570884,1.0507262472192778,0.8146460187176809,0.8120966103978424,1.103524879777538,0.5909432274892688
14,0.9573962491061072,0.8663517548629708,0.8346687875787504,1.115332098005671,1.0880580494295478,0.8469535771785683,0.8411539212094032,0.8684723923513616,0.4991028271105534
20,0.9664063375393449,0.8811866903790763,0.8573914440849361,1.1366296105831228,1.0999912300913803,0.8788630752683726,0.865244089110657,1.026023843224186,0.5847147291853039
