test_weeks,Naive,SMA,SES,Croston,SBA,LightGBM
8,1.0294614515618201,0.9593053565341421,0.9189027304051312,1.1798394066153648,1.1499930889083998,3.793563510163943
14,1.0169872701626068,0.9378097314370676,0.9038482313430226,1.1929755201851306,1.16677246319307,0.9791513568626641
20,0.9813400747929453,0.9031537762538645,0.8843030709900755,1.1810381053111831,1.1411154904935867,0.9672761796318042
